Date,Open,High,Low,Close,Volume,Range,Range (BTC),Action
7/11/16,648.484009,659.629028,644.97998,647.658997,107910000,14.649048,0.022604061,Hold
7/12/16,648.28302,675.258972,646.778992,664.551025,138172992,28.47998,0.043387022,Hold
7/13/16,664.796997,668.700012,654.468018,654.468018,131449000,14.231994,0.021575641,Hold
7/14/16,652.922974,662.901978,652.922974,658.078003,98511400,9.979004,0.015223488,Hold
7/15/16,659.171021,667.077026,659.039978,663.255005,81673104,8.037048,0.012155006,Hold
7/16/16,663.781006,666.460022,659.333984,660.767029,50330200,7.126038,0.010759954,Hold
7/17/16,661.992981,682.36499,661.992981,679.458984,74407904,20.372009,0.030373073,Hold
7/18/16,679.809021,681.554993,668.625,673.106018,69465000,12.929993,0.019114272,Hold
7/19/16,672.737976,673.276978,667.632019,672.864014,61203300,5.644959,0.008390236,Hold
7/20/16,672.80603,672.929016,663.359985,665.684998,94636400,9.569031,0.014298237,Hold
7/21/16,665.228027,666.218994,660.414978,665.012024,60491800,5.804016,0.008726269,Hold
7/22/16,664.921997,666.583008,646.721985,650.619019,134169000,19.861023,0.030194457,Hold
7/23/16,650.726013,656.366028,648.523987,655.55603,69532200,7.842041,0.012006658,Hold
7/24/16,655.409973,663.109985,652.79303,661.284973,118184000,10.316955,0.015670987,Hold
7/25/16,661.263,661.828003,653.39502,654.096985,78176496,8.432983,0.01282232,Hold
7/26/16,654.226013,656.224976,645.879028,651.783997,225135008,10.345948,0.015843597,Hold
7/27/16,651.627014,657.455994,648.447021,654.35199,147460992,9.008973,0.013796505,Hold
7/28/16,654.492004,657.594971,654.492004,655.034973,86428400,3.102967,0.004739065,Hold
7/29/16,655.111023,657.796021,654.786011,656.992004,60703500,3.01001,0.00458807,Hold
7/30/16,657.012024,658.223022,654.208984,655.046997,38456100,4.014038,0.006118685,Hold
7/31/16,655.099976,655.284973,624.36499,624.68103,110818000,30.919983,0.048320741,Hold
8/1/16,624.60199,626.119019,605.883972,606.271973,121887000,20.235047,0.032879154,Hold
8/2/16,606.396973,612.848022,531.333984,547.465027,330932992,81.514038,0.141289059,Buy
8/3/16,548.656006,573.359985,541.546997,566.35498,207982000,31.812988,0.057063093,Hold
8/4/16,566.328979,579.495972,565.776978,578.289001,125292000,13.718994,0.023971306,Hold
8/5/16,578.281006,578.281006,569.981995,575.04303,66127900,8.299011,0.014391465,Hold
8/6/16,575.030029,588.395996,569.468994,587.778015,80797296,18.927002,0.032553958,Hold
8/7/16,587.770996,597.513,586.815979,592.690002,82398400,10.697021,0.018123464,Hold
8/8/16,592.736023,592.994019,588.046997,591.054016,61194100,4.947022,0.008357938,Hold
8/9/16,591.038025,591.091003,584.79303,587.801025,92228096,6.297973,0.010685043,Hold
8/10/16,587.64801,599.984009,586.370972,592.103027,102905000,13.613037,0.023077813,Hold
8/11/16,592.124023,597.541992,589.119995,589.119995,74514400,8.421997,0.014259538,Hold
8/12/16,588.797974,589.909973,583.810974,587.559021,69218000,6.098999,0.0103693,Hold
8/13/16,587.356995,589.773987,584.979004,585.588013,43563000,4.794983,0.008175972,Hold
8/14/16,585.588989,585.666016,564.781006,570.473022,60851100,20.88501,0.036131297,Hold
8/15/16,570.494019,573.580017,563.23999,567.23999,57262300,10.340027,0.018176528,Hold
8/16/16,567.242981,581.737976,566.716003,577.439026,58405200,15.021973,0.026246543,Hold
8/17/16,577.760986,580.893982,571.429993,573.216003,54443000,9.463989,0.01644514,Hold
8/18/16,573.70697,577.791992,573.429993,574.317993,59896600,4.361999,0.007599136,Hold
8/19/16,574.338989,578.237976,574.182007,575.630005,50631600,4.055969,0.007054049,Hold
8/20/16,576.083984,582.817993,575.45697,581.697021,45301400,7.361023,0.012715743,Hold
8/21/16,581.939026,584.15802,580.218018,581.307983,38299400,3.940002,0.006774145,Hold
8/22/16,581.310974,588.447998,580.593994,586.752991,72844000,7.854004,0.013447901,Hold
8/23/16,586.770996,589.473999,581.633972,583.414978,85349200,7.840027,0.013399626,Hold
8/24/16,583.411987,583.590027,579.85498,580.182007,56328200,3.735047,0.006419846,Hold
8/25/16,580.179993,580.450989,575.166992,577.760986,136130000,5.283997,0.009126539,Hold
8/26/16,577.752991,580.622986,576.857971,579.651001,48856800,3.765015,0.006505965,Hold
8/27/16,579.452026,579.844971,568.630005,569.947021,59698300,11.214966,0.019514486,Hold
8/28/16,569.830017,574.038025,569.73999,573.911987,86301600,4.298035,0.007515742,Hold
8/29/16,574.070984,576.278015,573.465027,574.106995,110398000,2.812988,0.004899916,Hold
8/30/16,574.114014,578.356995,574.114014,577.502991,70342400,4.242981,0.007368736,Hold
8/31/16,577.591003,577.861023,573.642029,575.471985,75840896,4.218994,0.00731789,Hold
9/1/16,575.546021,576.310974,571.814026,572.302979,76923400,4.496948,0.007835435,Hold
9/2/16,572.409973,575.643005,570.810974,575.536987,79910800,4.832031,0.008418561,Hold
9/3/16,575.554993,599.5,574.05603,598.211975,159014000,25.44397,0.043354381,Hold
9/4/16,598.590027,611.836975,596.848022,608.633972,97942896,14.988953,0.024832099,Hold
9/5/16,608.98999,609.054993,602.242004,606.590027,82446800,6.812989,0.011209446,Hold
9/6/16,606.505981,610.830017,605.091003,610.435974,78529104,5.739014,0.009431862,Hold
9/7/16,610.572998,614.544983,608.513,614.544006,75032400,6.031983,0.009847195,Hold
9/8/16,614.63501,628.77002,613.843994,626.315979,86713000,14.926026,0.024055786,Hold
9/9/16,626.35199,626.830017,620.263,622.861023,64550200,6.567017,0.010513847,Hold
9/10/16,622.927002,625.094971,622.39502,623.508972,45016800,2.699951,0.004332274,Hold
9/11/16,623.424011,628.817993,600.505981,606.718994,73610800,28.312012,0.04603044,Hold
9/12/16,607.005005,608.458984,605.411011,608.242981,72812304,3.047973,0.005016216,Hold
9/13/16,608.025024,611.192993,606.924988,609.241028,86920600,4.268005,0.007012444,Hold
9/14/16,608.841003,611.952026,608.409973,610.684021,47877700,3.542053,0.005808906,Hold
9/15/16,610.588013,611.085999,607.155029,607.155029,59464600,3.93097,0.006456157,Hold
9/16/16,607.245972,609.260986,606.734985,606.973022,64963400,2.526001,0.004160701,Hold
9/17/16,607.218018,607.859985,605.192017,605.984009,37140300,2.667968,0.004398225,Hold
9/18/16,606.28302,610.15802,605.856018,609.874023,48679400,4.302002,0.007074748,Hold
9/19/16,609.870972,610.932007,608.27002,609.22699,54796400,2.661987,0.004367142,Hold
9/20/16,609.254028,609.525024,607.937988,608.312012,72710896,1.587036,0.002606899,Hold
9/21/16,603.588013,603.588013,595.882996,597.148987,82776200,7.705017,0.012833813,Hold
9/22/16,597.278992,598.487,596.213013,596.297974,67085300,2.273987,0.003810373,Hold
9/23/16,596.198975,603.205017,595.786011,602.84198,51067000,7.419006,0.0123749,Hold
9/24/16,602.960999,604.580017,602.044983,602.625,35359500,2.535034,0.00420548,Hold
9/25/16,602.749023,603.380981,599.710999,600.825989,33977800,3.669982,0.006098468,Hold
9/26/16,600.807007,608.143005,600.348999,608.04303,59153800,7.794006,0.01289491,Hold
9/27/16,608.021973,608.247986,604.109985,606.166016,49422400,4.138001,0.00681608,Hold
9/28/16,606.242981,606.590027,604.606995,604.728027,48722600,1.983032,0.003275111,Hold
9/29/16,605.018982,606.823975,604.848022,605.692993,55658600,1.975953,0.003264117,Hold
9/30/16,605.715027,609.734985,604.142029,609.734985,56122400,5.592956,0.009203103,Hold
10/1/16,609.929016,615.237,609.929016,613.982971,56357000,5.307984,0.0086738,Hold
10/2/16,613.947998,614.005005,609.682007,610.892029,39249800,4.322998,0.007058878,Hold
10/3/16,610.968018,612.567993,610.455017,612.132996,46798300,2.112976,0.003455113,Hold
10/4/16,612.052002,612.054016,609.479004,610.203979,49801600,2.575012,0.00421354,Hold
10/5/16,610.218018,613.814026,609.617004,612.510986,68077504,4.197022,0.006865008,Hold
10/6/16,612.469971,613.81897,611.468994,613.020996,56812100,2.349976,0.003835158,Hold
10/7/16,612.607971,617.911987,611.820984,617.120972,64071400,6.091003,0.009906253,Hold
10/8/16,617.341003,619.848999,617.341003,619.107971,42345900,2.507996,0.004056772,Hold
10/9/16,619.171997,619.197998,616.606995,616.752014,39243400,2.591003,0.004192819,Hold
10/10/16,616.822021,621.317993,616.197021,618.994019,67481104,5.120972,0.008287596,Hold
10/11/16,619.237976,642.080017,618.5,641.072021,103590000,23.580017,0.037419392,Hold
10/12/16,640.870972,641.336975,635.965027,636.192017,92370200,5.371948,0.008412973,Hold
10/13/16,636.030029,638.833008,635.028992,636.786011,61620700,3.804016,0.005977323,Hold
10/14/16,637.007996,641.284973,637.007996,640.377991,58144600,4.276977,0.006696452,Hold
10/15/16,640.310974,642.10199,637.390015,638.645996,39035400,4.711975,0.007368465,Hold
10/16/16,639.083008,642.89801,638.901001,641.630981,40298100,3.997009,0.006241845,Hold
10/17/16,641.817993,642.328003,638.663025,639.192993,58063600,3.664978,0.005722009,Hold
10/18/16,639.411011,640.736023,635.995972,637.960022,65546700,4.740051,0.007421573,Hold
10/19/16,638.133972,638.874023,628.013,630.52002,69381696,10.861023,0.01712212,Hold
10/20/16,630.663025,631.916992,628.257996,630.856995,56957300,3.658996,0.005800932,Hold
10/21/16,630.825012,634.093994,630.69397,632.828003,55951000,3.400024,0.005381262,Hold
10/22/16,633.135986,658.197021,632.849976,657.294006,78556496,25.347045,0.03928465,Hold
10/23/16,657.620972,661.129028,653.885986,657.070984,54474600,7.243042,0.011018615,Hold
10/24/16,657.161011,657.252014,652.594971,653.760986,62218200,4.657043,0.007104989,Hold
10/25/16,654.002014,664.424011,653.697998,657.588013,90378800,10.726013,0.01635574,Hold
10/26/16,657.677979,679.728027,657.677979,678.304016,88877104,22.050048,0.033009499,Hold
10/27/16,678.213989,688.593994,678.039978,688.312988,96105296,10.554016,0.01544648,Hold
10/28/16,688,690.44397,684.161987,689.651001,81145504,6.281983,0.009119847,Hold
10/29/16,690.289001,720.401978,690.052002,714.479004,134760992,30.349976,0.043209948,Hold
10/30/16,714.117981,714.117981,696.474976,701.864014,100665000,17.643005,0.024919815,Hold
10/31/16,702.640015,709.289001,691.682007,700.971985,97064400,17.606994,0.025088121,Hold
11/1/16,701.336975,736.452026,701.336975,729.79303,130527000,35.115051,0.049073181,Hold
11/2/16,730.065979,740.828979,722.348999,740.828979,84865200,18.47998,0.025127532,Hold
11/3/16,742.346008,745.77301,678.156006,688.700012,172808000,67.617004,0.094500111,Hold
11/4/16,689.124023,706.929993,685.562988,703.234985,99907696,21.367005,0.030691804,Hold
11/5/16,703.525024,707.51001,697.739014,703.41803,53752300,9.770996,0.013889682,Hold
11/6/16,703.812012,714.257996,699.559998,711.521973,59902200,14.697998,0.020769653,Hold
11/7/16,710.736023,710.736023,699.903015,703.130981,65047100,10.833008,0.015323942,Hold
11/8/16,703.088989,712.987,702.390015,709.848022,79660800,10.596985,0.01499994,Hold
11/9/16,709.825012,740.046021,708.609985,723.27301,132429000,31.436036,0.043871439,Hold
11/10/16,722.843994,723.018005,711.210022,715.533997,68807800,11.807983,0.01641847,Hold
11/11/16,715.554993,718.317993,714.409973,716.411011,63119700,3.90802,0.005458258,Hold
11/12/16,716.752014,717.14801,704.034973,705.054016,64622500,13.113037,0.018445606,Hold
11/13/16,705.195984,705.257019,687.315002,702.031006,80318096,17.942017,0.025499819,Hold
11/14/16,701.997009,706.283997,699.807983,705.020996,62993000,6.476014,0.009205304,Hold
11/15/16,705.794006,715.718018,705.26001,711.619019,72038496,10.458008,0.014756472,Hold
11/16/16,711.166992,747.61499,709.039001,744.197998,141294000,38.575989,0.053012116,Hold
11/17/16,744.875977,755.64502,739.510986,740.97699,108579000,16.134034,0.021716865,Hold
11/18/16,740.705017,752.882019,736.890015,751.585022,87363104,15.992004,0.021432836,Hold
11/19/16,751.833008,756.237,744.46698,751.616028,110608000,11.77002,0.015657358,Hold
11/20/16,751.879028,755.47998,717.94397,731.026001,154116000,37.53601,0.050624968,Hold
11/21/16,731.265015,741.721985,730.51001,739.247986,60802400,11.211975,0.015249066,Hold
11/22/16,739.643005,753.869995,736.526978,751.346985,129906000,17.343017,0.02326376,Hold
11/23/16,751.741028,752.25,738.924011,744.593994,76543800,13.325989,0.017811505,Hold
11/24/16,744.619995,746.83197,733.48999,740.289001,85919296,13.34198,0.017970098,Hold
11/25/16,740.442017,741.648987,734.591003,741.648987,67807600,7.057984,0.00952436,Hold
11/26/16,741.510986,742.213989,729.625,735.382019,54962700,12.588989,0.017047936,Hold
11/27/16,735.437012,739.018005,731.085022,732.034973,52601800,7.932983,0.010811768,Hold
11/28/16,732.484009,738.005981,732.484009,735.812988,61888600,5.521972,0.007521601,Hold
11/29/16,736.328979,737.471008,734.559021,735.604004,68511104,2.911987,0.003956684,Hold
11/30/16,736.283997,747.929016,736.265015,745.690979,84070800,11.664001,0.015741158,Hold
12/1/16,746.046021,758.275024,746.046021,756.773987,80461904,12.229003,0.016274741,Hold
12/2/16,757.544983,781.296021,757.544983,777.94397,127605000,23.751038,0.030936124,Hold
12/3/16,778.247986,778.247986,764.856018,771.155029,69547296,13.391968,0.017286617,Hold
12/4/16,771.638,773.872009,768.161011,773.872009,60557900,5.710998,0.007390438,Hold
12/5/16,773.393982,773.468018,751.713013,758.700012,106363000,21.755005,0.028399047,Hold
12/6/16,758.719971,765.622009,758.719971,764.223999,116218000,6.902038,0.009064073,Hold
12/7/16,764.210999,771.54303,759.75,768.132019,96426096,11.79303,0.015392154,Hold
12/8/16,768.075989,774.697998,765.945984,770.809998,80111904,8.752014,0.01137448,Hold
12/9/16,769.94397,774.528015,769.648987,772.794006,68705296,4.879028,0.006325154,Hold
12/10/16,773.02301,777.09198,772.909973,774.650024,53843100,4.182007,0.005404251,Hold
12/11/16,774.752014,774.797974,765.411987,769.731018,57313400,9.385987,0.012154212,Hold
12/12/16,770.039978,781.921997,770.039978,780.086975,76571000,11.882019,0.015330382,Hold
12/13/16,780.646973,788.460022,777.961975,780.55603,81645600,10.498047,0.013448664,Hold
12/14/16,780.005005,782.033997,776.838989,781.481018,75979000,5.195008,0.006653928,Hold
12/15/16,780.070007,781.434998,777.802002,778.088013,81580096,3.632996,0.004663193,Hold
12/16/16,778.963013,785.031982,778.963013,784.906982,83608200,6.068969,0.007761475,Hold
12/17/16,785.166016,792.508972,784.864014,790.828979,78989800,7.644958,0.009701754,Hold
12/18/16,791.007996,794.737,788.026001,790.530029,60524400,6.710999,0.008486674,Hold
12/19/16,790.692017,793.611023,790.320007,792.713989,74886400,3.291016,0.004156882,Hold
12/20/16,792.247009,801.336975,791.497009,800.875977,99629296,9.839966,0.012353053,Hold
12/21/16,800.643982,834.281006,799.405029,834.281006,155576000,34.875977,0.042663703,Hold
12/22/16,834.179993,875.781982,834.148987,864.539978,200027008,41.632995,0.049016902,Hold
12/23/16,864.888,925.117004,864.677002,921.984009,275564000,60.440002,0.067648944,Hold
12/24/16,922.179993,923.479004,886.335022,898.822021,137727008,37.143982,0.040795103,Hold
12/25/16,899.651978,899.651978,862.424011,896.182983,143664992,37.227967,0.041460343,Hold
12/26/16,896.905029,913.184021,896.89801,907.609985,123771000,16.286011,0.018050291,Hold
12/27/16,908.354004,940.047974,904.255005,933.197998,167308000,35.792969,0.038872613,Hold
12/28/16,934.830994,975.921021,934.830994,975.921021,236630000,41.090027,0.043009272,Hold
12/29/16,975.125,979.396973,954.502991,973.497009,199320000,24.893982,0.025550345,Hold
12/30/16,972.534973,972.534973,934.833008,961.237976,187474000,37.701965,0.038993166,Hold
12/31/16,960.627014,963.742981,947.236023,963.742981,99135104,16.506958,0.017155701,Hold
1/1/17,963.65802,1003.080017,958.698975,998.325012,147775008,44.381042,0.045241005,Hold
1/2/17,998.617004,1031.390015,996.702026,1021.75,222184992,34.687989,0.034338305,Hold
1/3/17,1021.599976,1044.079956,1021.599976,1043.839966,185168000,22.47998,0.02176774,Hold
1/4/17,1044.400024,1159.420044,1044.400024,1154.72998,344945984,115.02002,0.104605021,Sell
1/5/17,1156.72998,1191.099976,910.416992,1013.380005,510199008,280.682984,0.258680883,Hold
1/6/17,1014.23999,1046.810059,883.94397,902.200989,351876000,162.866089,0.169967237,Hold
1/7/17,903.487,908.585022,823.55603,908.585022,279550016,85.028992,0.093847254,Hold
1/8/17,908.174988,942.723999,887.249023,911.198975,158715008,55.474976,0.060982489,Hold
1/9/17,913.244019,913.685974,879.807007,902.828003,141876992,33.878967,0.037310158,Hold
1/10/17,902.440002,914.872986,901.059998,907.679016,115808000,13.812988,0.015261967,Hold
1/11/17,908.11499,919.447998,762.765015,777.757019,310928992,156.682983,0.185877673,Buy
1/12/17,775.177979,826.245972,755.755981,804.833984,222326000,70.489991,0.089227161,Hold
1/13/17,803.737,829.000977,780.002991,823.984009,168968000,48.997986,0.060204403,Hold
1/14/17,825.142029,835.085022,812.455994,818.411987,93063296,22.629028,0.027536701,Hold
1/15/17,818.142029,823.307007,812.870972,821.797974,71013600,10.436035,0.012727338,Hold
1/16/17,821.78302,834.530029,820.270996,831.533997,82755200,14.259033,0.017249,Hold
1/17/17,830.945984,910.560974,830.796021,907.937988,155095008,79.764953,0.091742697,Hold
1/18/17,909.372986,917.499023,858.304016,886.617981,225676992,59.195007,0.065919048,Hold
1/19/17,888.335022,904.614014,884.338013,899.072998,105625000,20.276001,0.022687602,Hold
1/20/17,898.171997,899.39801,887.007996,895.026001,86728400,12.390014,0.013818902,Hold
1/21/17,895.549011,927.367004,895.534973,921.789001,111158000,31.832031,0.035031492,Hold
1/22/17,922.205017,937.525024,897.564026,924.672974,116573000,39.960998,0.043274107,Hold
1/23/17,925.499023,928.265991,916.737976,921.012024,73588600,11.528015,0.012486267,Hold
1/24/17,910.677002,924.14502,892.286011,892.687012,111349000,31.859009,0.035332865,Hold
1/25/17,891.924011,903.252014,891.687012,901.541992,120831000,11.565002,0.012896818,Hold
1/26/17,902.39502,919.325989,902.223999,917.585999,131958000,17.10199,0.018793592,Hold
1/27/17,918.359009,923.223022,915.846008,919.75,125594000,7.377014,0.008026743,Hold
1/28/17,919.810974,923.911011,919.810974,921.590027,68979600,4.100037,0.004453171,Hold
1/29/17,922.067017,923.41803,919.14801,919.495972,60851700,4.27002,0.004637387,Hold
1/30/17,920.151001,923.047974,919.473999,920.382019,78227296,3.573975,0.00388363,Hold
1/31/17,920.958984,972.018982,920.958984,970.403015,164582000,51.059998,0.053992835,Hold
2/1/17,970.940979,989.114014,970.742004,989.02301,150110000,18.37201,0.018747293,Hold
2/2/17,990.000977,1013.52002,983.221008,1011.799988,145820992,30.299012,0.030271753,Hold
2/3/17,1011.460022,1033.869995,1008.789978,1029.910034,201278000,25.080017,0.02457175,Hold
2/4/17,1031.329956,1045.900024,1015.159973,1042.900024,155064000,30.740051,0.029639964,Hold
2/5/17,1043.52002,1043.630005,1022.369995,1027.339966,114208000,21.26001,0.020532542,Hold
2/6/17,1028.400024,1044.640015,1028.160034,1038.150024,111762000,16.479981,0.015949269,Hold
2/7/17,1040.140015,1061.930054,1040.140015,1061.349976,146007008,21.790039,0.020737704,Hold
2/8/17,1062.319946,1078.969971,1037.48999,1063.069946,201855008,41.479981,0.03903282,Hold
2/9/17,1064.699951,1088.98999,953.343994,994.382996,407220000,135.645996,0.131753795,Hold
2/10/17,995.632019,998.905029,946.690979,988.674011,190452000,52.21405,0.052627013,Hold
2/11/17,988.89801,1009.289978,982.830017,1004.450012,102261000,26.459961,0.02654826,Hold
2/12/17,1003.52002,1004.76001,996.921021,999.18103,67530000,7.838989,0.007828417,Hold
2/13/17,998.88501,1002.099976,976.002014,990.642029,100607000,26.097962,0.026235343,Hold
2/14/17,991.734985,1011.51001,986.471008,1004.549988,137946000,25.039002,0.025085599,Hold
2/15/17,1006.210022,1008.840027,1001.580017,1007.47998,89759400,7.26001,0.007210653,Hold
2/16/17,1007.650024,1033.369995,1007.650024,1027.439941,122277000,25.719971,0.025276495,Hold
2/17/17,1026.119995,1053.170044,1025.640015,1046.209961,136474000,27.530029,0.026569156,Hold
2/18/17,1049.209961,1061.099976,1046.959961,1054.420044,99073504,14.140015,0.013443443,Hold
2/19/17,1054.76001,1056.810059,1043.459961,1047.869995,77423296,13.350098,0.012698476,Hold
2/20/17,1048.689941,1080.48999,1041.689941,1079.97998,109478000,38.800049,0.036454735,Hold
2/21/17,1079.280029,1117.25,1076.930054,1115.300049,186868992,40.319946,0.036745021,Hold
2/22/17,1114.800049,1125.390015,1100.550049,1117.439941,136100000,24.839966,0.022255641,Hold
2/23/17,1117.27002,1176.619995,1116.959961,1166.719971,189454000,59.660034,0.05224194,Hold
2/24/17,1172.709961,1200.390015,1131.959961,1173.680054,330759008,68.430054,0.058327945,Hold
2/25/17,1170.410034,1174.849976,1124.589966,1143.839966,139960992,50.26001,0.043435247,Hold
2/26/17,1144.27002,1167.469971,1130.199951,1165.199951,116486000,37.27002,0.032275821,Hold
2/27/17,1163.780029,1181.97998,1163.380005,1179.969971,131570000,18.599975,0.015871979,Hold
2/28/17,1180.719971,1193.25,1171.819946,1179.969971,184956000,21.430054,0.018155755,Hold
3/1/17,1180.040039,1222.5,1179.689941,1222.5,229056992,42.810059,0.035637332,Hold
3/2/17,1224.680054,1262.130005,1215.619995,1251.01001,368275008,46.51001,0.03757337,Hold
3/3/17,1250.709961,1280.310059,1250.709961,1274.98999,315739008,29.600098,0.023439125,Sell
3/4/17,1277.430054,1279.400024,1230.51001,1255.150024,183270000,48.890014,0.038608859,Hold
3/5/17,1254.290039,1267.290039,1238.060059,1267.119995,134127000,29.22998,0.023185424,Hold
3/6/17,1267.469971,1276,1264.599976,1272.829956,153656992,11.400024,0.008975337,Hold
3/7/17,1273.209961,1275.550049,1204.800049,1223.540039,291256000,70.75,0.056673676,Hold
3/8/17,1223.22998,1232.160034,1148.079956,1150,332603008,84.080078,0.070857084,Hold
3/9/17,1150.349976,1197.459961,1141.22998,1188.48999,212283008,56.229981,0.04808365,Hold
3/10/17,1189.359985,1270.469971,1077.25,1116.719971,563795968,193.219971,0.16757439,Hold
3/11/17,1116.319946,1193.829956,1116.319946,1175.829956,283320000,77.51001,0.067630839,Hold
3/12/17,1176.619995,1226.97998,1175.359985,1221.380005,227176000,51.619995,0.04305254,Hold
3/13/17,1221.780029,1237.369995,1217.030029,1231.920044,380276992,20.339966,0.016579016,Hold
3/14/17,1232.160034,1244.810059,1220.719971,1240,245306000,24.090088,0.019489101,Hold
3/15/17,1240.160034,1251.609985,1239.75,1249.609985,297804992,11.859985,0.009526972,Hold
3/16/17,1251.329956,1257.97998,1152.439941,1187.810059,638568000,105.540039,0.08653873,Hold
3/17/17,1180.160034,1180.160034,1099.569946,1100.22998,706598976,80.590088,0.070680969,Hold
3/18/17,1099.689941,1114.069946,957.655029,973.817993,621302016,156.414917,0.150869852,Hold
3/19/17,976.72998,1069.910034,976.72998,1036.73999,406648000,93.180054,0.092556686,Hold
3/20/17,1037.23999,1063.030029,1036.680054,1054.22998,286529984,26.349975,0.025197565,Hold
3/21/17,1055.359985,1122.430054,1055.359985,1120.540039,337391008,67.070069,0.061648116,Hold
3/22/17,1120.650024,1120.650024,1014.210022,1049.140015,380840992,106.440002,0.098110877,Hold
3/23/17,1050.050049,1058.01001,1028.930054,1038.589966,248540000,29.079956,0.027845829,Hold
3/24/17,1038.449951,1040.469971,934.357971,937.52002,491038016,106.112,0.107402442,Buy
3/25/17,936.539978,975.760986,903.713013,972.778992,435803008,72.047973,0.075469813,Hold
3/26/17,974.015015,1007.960022,954.185974,966.724976,303668000,53.774048,0.055416025,Hold
3/27/17,972.054993,1046.400024,971.984009,1045.77002,372535008,74.416015,0.073758641,Hold
3/28/17,1044.579956,1064.650024,1027.72998,1047.150024,326332000,36.920044,0.035300966,Hold
3/29/17,1046.079956,1055.130005,1015.880005,1039.969971,298457984,39.25,0.037630931,Hold
3/30/17,1042.209961,1049.290039,1020.039978,1026.430054,352968992,29.250061,0.028279508,Hold
3/31/17,1026.640015,1074.920044,1026.640015,1071.790039,447287008,48.280029,0.046015381,Hold
4/1/17,1071.709961,1091.719971,1061.089966,1080.5,289633984,30.630005,0.02846377,Hold
4/2/17,1080.609985,1107.589966,1075.449951,1102.170044,514187008,32.140015,0.029448698,Hold
4/3/17,1102.949951,1151.73999,1102.949951,1143.810059,580444032,48.790039,0.043431465,Hold
4/4/17,1145.52002,1156.439941,1120.52002,1133.25,436310016,35.919921,0.03152571,Hold
4/5/17,1134.140015,1135.089966,1113.630005,1124.780029,414784000,21.459961,0.019000195,Hold
4/6/17,1125.810059,1188.369995,1125.810059,1182.680054,511222016,62.559936,0.054199873,Hold
4/7/17,1178.939941,1186.579956,1163.390015,1176.900024,317022016,23.189941,0.019687196,Hold
4/8/17,1172.650024,1184.97998,1162.579956,1175.949951,209312000,22.400024,0.019075214,Hold
4/9/17,1176.569946,1197.209961,1171.859985,1187.869995,242343008,25.349976,0.02144269,Hold
4/10/17,1187.300049,1190.339966,1179.040039,1187.130005,215883008,11.299927,0.009518012,Hold
4/11/17,1187.459961,1208.069946,1187.459961,1205.01001,216182000,20.609985,0.017229044,Hold
4/12/17,1204.810059,1207.140015,1196.76001,1200.369995,288702016,10.380005,0.008631375,Hold
4/13/17,1201.02002,1205.890015,1156.439941,1169.280029,351968992,49.450074,0.041724738,Hold
4/14/17,1170.329956,1190.800049,1159.790039,1167.540039,254827008,31.01001,0.02652843,Hold
4/15/17,1167.300049,1188,1164.959961,1172.52002,203559008,23.040039,0.019693855,Hold
4/16/17,1172.609985,1187.219971,1172.609985,1182.939941,183231008,14.609986,0.012404735,Hold
4/17/17,1183.25,1194.900024,1172.650024,1193.910034,253206000,22.25,0.018719817,Hold
4/18/17,1193.77002,1217.569946,1193.77002,1211.670044,270524000,23.799926,0.019788417,Hold
4/19/17,1212.130005,1215.51001,1205.079956,1210.290039,288060992,10.430054,0.008611268,Hold
4/20/17,1211.079956,1240.790039,1208.410034,1229.079956,315108000,32.380005,0.026539248,Hold
4/21/17,1229.420044,1235.939941,1215.560059,1222.050049,272167008,20.379882,0.016626662,Hold
4/22/17,1222.709961,1235.560059,1208.469971,1231.709961,249320000,27.090088,0.022074534,Hold
4/23/17,1231.920044,1232.199951,1203.939941,1207.209961,258951008,28.26001,0.023172205,Hold
4/24/17,1209.630005,1250.939941,1209.630005,1250.150024,235806000,41.309936,0.033588317,Hold
4/25/17,1250.449951,1267.579956,1249.969971,1265.48999,242556000,17.609985,0.013998732,Hold
4/26/17,1265.98999,1294.829956,1265.930054,1281.079956,329631008,28.899902,0.022692665,Hold
4/27/17,1281.880005,1319.699951,1281.300049,1317.72998,449196992,38.399902,0.029542818,Hold
4/28/17,1317.73999,1331.280029,1292.369995,1316.47998,527488992,38.910034,0.029541978,Hold
4/29/17,1317.839966,1327.199951,1315.209961,1321.790039,422705984,11.98999,0.009084599,Hold
4/30/17,1321.869995,1347.910034,1314.920044,1347.890015,413115008,32.98999,0.024713824,Hold
5/1/17,1348.300049,1434.319946,1348.300049,1421.599976,713624000,86.019897,0.062110471,Hold
5/2/17,1421.030029,1473.900024,1415.689941,1452.819946,477337984,58.210083,0.040510175,Hold
5/3/17,1453.780029,1492.77002,1447.48999,1490.089966,583795968,45.28003,0.030762248,Hold
5/4/17,1490.719971,1608.910034,1490.719971,1537.670044,933548992,118.190063,0.078054717,Hold
5/5/17,1540.869995,1618.030029,1530.310059,1555.449951,946035968,87.71997,0.056660792,Hold
5/6/17,1556.810059,1578.800049,1542.5,1578.800049,582529984,36.300049,0.02315342,Hold
5/7/17,1579.469971,1596.719971,1559.76001,1596.709961,1080029952,36.959961,0.023273216,Hold
5/8/17,1596.920044,1723.349976,1596.920044,1723.349976,1340320000,126.429932,0.076156416,Hold
5/9/17,1723.890015,1833.48999,1716.300049,1755.359985,1167920000,117.189941,0.067365059,Hold
